Reporter,Partner,Date of Signature,Date of entry into force
Poland,Singapore,3-Jun-93,29-Dec-93
Poland,Slovakia,18-Aug-94,14-Mar-96
Poland,Slovenia,28-Jun-96,31-Mar-00
Poland,Spain,30-Jul-92,1-May-93
Poland,Sweden,13-Oct-89,4-Jan-90
Poland,Switzerland,8-Nov-89,18-Apr-90
Poland,Thailand,18-Dec-92,10-Aug-93
Poland,Tunisia,29-Mar-93,22-Sep-93
Poland,Turkey,21-Aug-91,19-Aug-94
Poland,Ukraine,12-Jan-93,14-Sep-93
Poland,United Arab Emirates,31-Jan-93,9-Apr-94
Poland,United Kingdom,8-Dec-87,14-Apr-88
Poland,United States,21-Mar-90,6-Aug-94
Poland,Uruguay,2-Aug-91,21-Oct-94
Poland,Uzbekistan,11-Jan-95,29-Apr-95
Poland,VietNam,31-Aug-94,24-Nov-94
Philippines,Argentina,20-Sep-99,1-Jan-02
Philippines,Australia,25-Jan-95,8-Dec-95
Philippines,Austria,11-Apr-02,1-Dec-03
Philippines,Bangladesh,8-Sep-97,1-Aug-98
Philippines,Belgium and Luxembourg,14-Jan-98,19-Dec-03
Philippines,Cambodia,16-Aug-00,---
Philippines,Canada,10-Nov-95,1-Nov-96
Philippines,Chile,20-Nov-95,6-Aug-97
Philippines,China,20-Jul-92,8-Sep-95
Philippines,Czech Republic,5-Apr-95,4-Apr-96
Philippines,Denmark,25-Sep-97,19-Apr-98
Philippines,Finland,25-Mar-98,16-Apr-99
Philippines,France,13-Sep-94,13-Jun-96
Philippines,Germany,18-Apr-97,1-Feb-00
Philippines,India,28-Jan-00,29-Jan-01
Philippines,Indonesia,12-Nov-01,---
Philippines,"Iran, Islamic Republic of",8-Oct-95,---
Philippines,Italy,17-Jun-88,4-Nov-93
Philippines,"Korea, Republic of",7-Apr-94,25-Sep-96
Philippines,Mongolia,1-Sep-00,1-Nov-01
Philippines,Myanmar,17-Feb-98,11-Sep-98
Philippines,Netherlands,27-Feb-85,1-Oct-87
Philippines,Pakistan,23-Apr-99,---
Philippines,Portugal,8-Nov-02,14-Aug-03
Philippines,Romania,18-May-94,14-Jun-98
Philippines,Russian Federation,12-Sep-97,29-Oct-98
Philippines,Saudi Arabia,17-Oct-94,11-Nov-96
Philippines,Spain,19-Oct-93,21-Sep-94
Philippines,Sweden,17-Aug-99,---
Philippines,Switzerland,31-Mar-97,23-Apr-99
Philippines,Taiwan Province of China,28-Feb-92,28-Feb-92
Philippines,Thailand,30-Sep-95,6-Sep-96
Philippines,Turkey,22-Feb-99,17-Feb-06
Philippines,United Kingdom,3-Dec-80,2-Jan-81
Philippines,VietNam,27-Feb-92,29-Jan-93
Peru,Argentina,10-Nov-94,24-Oct-96
Peru,Australia,7-Dec-95,2-Feb-97
Peru,Belgium and Luxembourg,12-Oct-05,12-Sep-08
Peru,Bolivia,30-Jul-93,19-Mar-95
Peru,Canada,14-Nov-06,20-Jun-07
Peru,Chile,2-Feb-00,11-Aug-01
Peru,China,9-Jun-94,1-Feb-95
Peru,Colombia,11-Dec-07,30-Dec-10
Peru,Cuba,10-Oct-00,25-Nov-01
Peru,Czech Republic,16-Mar-94,6-Mar-95
Peru,Denmark,23-Nov-94,17-Feb-95
Peru,Ecuador,7-Apr-99,9-Dec-99
Peru,El Salvador,13-Jun-96,15-Dec-96
Peru,Finland,2-May-95,14-Jun-96
Peru,France,6-Oct-93,30-May-96
Peru,Germany,30-Jan-95,1-May-97
Peru,Italy,5-May-94,18-Oct-95
Peru,Japan,22-Nov-08,10-Dec-09
Peru,"Korea, Republic of",3-Jun-93,20-Apr-94
Peru,Malaysia,13-Oct-95,25-Dec-95
Peru,Netherlands,27-Dec-94,1-Feb-96
Peru,Norway,10-Mar-95,9-May-95
Peru,Paraguay,1-Feb-94,18-Dec-94
Peru,Portugal,22-Nov-94,18-Oct-95
Peru,Romania,16-May-94,1-Jan-95
Peru,Singapore,27-Feb-03,---
Peru,Spain,17-Nov-94,16-Feb-96
Peru,Sweden,3-May-94,1-Aug-94
Peru,Switzerland,22-Nov-91,23-Nov-93
Peru,Thailand,15-Nov-91,15-Nov-91
Peru,United Kingdom,4-Oct-93,21-Apr-94
Peru,Venezuela,12-Jan-96,18-Sep-97
Paraguay,Austria,13-Aug-93,1-Jan-00
Paraguay,Belgium and Luxembourg,6-Oct-92,9-Jan-04
Paraguay,Bolivia,3-May-01,---
Paraguay,Chile,7-Aug-95,17-Dec-97
Paraguay,Costa Rica,29-Jan-98,25-May-01
Paraguay,Cuba,21-Nov-00,6-Dec-02
Paraguay,Czech Republic,21-Oct-98,24-Mar-00
Paraguay,Denmark,22-Apr-93,---
Paraguay,El Salvador,30-Jan-98,8-Nov-98
Paraguay,France,30-Nov-78,11-Dec-80
Paraguay,Germany,11-Aug-93,3-Jul-98
Paraguay,Hungary,11-Aug-93,1-Apr-95
Paraguay,Italy,15-Jul-99,---
Paraguay,"Korea, Republic of",22-Dec-92,6-Aug-93
Paraguay,Netherlands,29-Oct-92,1-Aug-94
Paraguay,Peru,1-Feb-94,18-Dec-94
Paraguay,Portugal,24-Nov-99,4-Nov-01
Paraguay,Romania,21-May-94,12-Apr-95
Paraguay,South Africa,3-Apr-74,16-Jun-74
Paraguay,Spain,11-Oct-93,22-Nov-96
Paraguay,Switzerland,31-Jan-92,28-Sep-92
Paraguay,Taiwan Province of China,6-Apr-92,11-Sep-92
Paraguay,United Kingdom,4-Jun-81,23-Apr-92
Paraguay,Venezuela,5-Sep-96,14-Nov-97
Papua New Guinea,Australia,3-Sep-90,20-Oct-91
Papua New Guinea,China,12-Apr-91,12-Feb-93
Papua New Guinea,Germany,12-Nov-80,3-Nov-83
Papua New Guinea,Japan,26-Apr-11,---
Papua New Guinea,Malaysia,27-Oct-92,---
Papua New Guinea,United Kingdom,14-May-81,22-Dec-81
Panama,Argentina,15-Sep-04,15-Sep-04
Panama,Belgium and Luxembourg,26-Mar-09,---
Panama,Canada,12-Sep-96,13-Feb-98
Panama,Chile,8-Nov-96,21-Dec-99
Panama,Cuba,27-Jan-99,11-May-99
Panama,Czech Republic,27-Aug-99,20-Oct-00
Panama,Dominican Republic,6-Feb-03,17-Sep-06
Panama,Finland,19-Feb-09,11-Nov-10
Panama,France,5-Nov-82,9-Oct-85
Panama,Germany,2-Nov-83,10-Mar-89
Panama,Haiti,7-Feb-12,---
Panama,Italy,6-Feb-09,12-Oct-10
Panama,"Korea, Republic of",10-Jul-01,8-Feb-02
Panama,Mexico,11-Oct-05,14-Dec-06
Panama,Netherlands,28-Aug-00,1-Sep-01
Panama,Qatar,24-Feb-10,---
Panama,Spain,10-Nov-97,31-Jul-98
Panama,Sweden,15-Jan-08,1-Sep-08
Panama,Switzerland,19-Oct-83,22-Aug-85
Panama,Taiwan Province of China,26-Mar-92,14-Jul-92
Panama,United Kingdom,7-Oct-83,7-Nov-85
Panama,United States,27-Oct-82,30-May-91
Panama,Uruguay,18-Feb-98,14-Aug-02
Pakistan,Australia,7-Feb-98,14-Oct-98
Pakistan,Azerbaijan,9-Oct-95,---
Pakistan,Bangladesh,24-Oct-95,---
Pakistan,Belarus,22-Jan-97,---
Pakistan,Belgium and Luxembourg,23-Apr-98,---
Pakistan,Bosnia and Herzegovina,4-Sep-01,14-May-10
Pakistan,Bulgaria,12-Feb-02,---
Pakistan,Cambodia,27-Apr-04,---
Pakistan,China,12-Feb-89,30-Sep-90
Pakistan,Denmark,18-Jul-96,25-Sep-96
Pakistan,Egypt,16-Apr-00,---
Pakistan,France,1-Jun-83,14-Dec-84
Pakistan,Germany,1-Dec-09,---
Pakistan,Indonesia,8-Mar-96,3-Dec-96
Pakistan,"Iran, Islamic Republic of",8-Nov-95,27-Jun-98
Pakistan,Italy,19-Jul-97,22-Jun-01
Pakistan,Japan,10-Mar-98,29-May-02
Pakistan,Kazakhstan,8-Dec-03,---
Pakistan,"Korea, Republic of",25-May-88,15-Apr-90
Pakistan,Kuwait,15-Feb-11,---
Pakistan,Kyrgyzstan,26-Aug-95,---
Pakistan,Lao PDR,8-Dec-04,---
Pakistan,Lebanon,9-Jan-01,28-Mar-03
Pakistan,Malaysia,17-Jul-95,30-Nov-95
Pakistan,Mauritius,3-Apr-97,3-Apr-97
Pakistan,Morocco,16-Apr-01,---
Pakistan,Netherlands,4-Oct-88,1-Oct-89
Pakistan,Oman,9-Nov-97,14-May-98
Pakistan,Philippines,23-Apr-99,---
Pakistan,Portugal,11-Oct-96,14-Dec-96
Pakistan,Qatar,6-Apr-99,---
Pakistan,Romania,10-Jul-95,8-Aug-96
Pakistan,Singapore,8-Mar-95,4-May-95
Pakistan,Spain,15-Sep-94,26-Apr-96
Pakistan,Sri Lanka,20-Dec-97,5-Jan-00
Pakistan,Sweden,12-Mar-81,14-Jun-81
Pakistan,Switzerland,11-Jul-95,6-May-96
Pakistan,Syrian Arab Republic,25-Apr-96,4-Nov-97
Pakistan,Tajikistan,13-May-04,---
Pakistan,Tunisia,18-Apr-96,---
Pakistan,Turkey,22-May-12,---
Pakistan,Turkmenistan,26-Oct-94,---
Pakistan,United Arab Emirates,5-Nov-95,---
Pakistan,United Kingdom,30-Nov-94,30-Nov-94
Pakistan,Uzbekistan,13-Aug-92,15-Feb-06
Pakistan,Yemen,11-May-99,---
Oman,Algeria,9-Apr-00,22-Jun-02
Oman,Austria,1-Apr-01,1-Feb-03
Oman,Belarus,10-May-04,18-Jan-05
Oman,Belgium and Luxembourg,16-Dec-08,---
Oman,Brunei Darussalam,8-Jun-98,---
Oman,Bulgaria,2-Feb-07,---
Oman,China,18-Mar-95,1-Aug-95
Oman,Croatia,4-May-04,---
Oman,Egypt,25-Mar-98,3-May-00
Oman,Finland,27-Sep-97,20-Feb-99
Oman,France,17-Oct-94,4-Jul-96
Oman,Germany,30-May-07,4-Apr-10
Oman,India,2-Apr-97,13-Oct-00
Oman,"Iran, Islamic Republic of",2-Dec-01,8-Apr-03
Oman,Italy,23-Jun-93,23-Jan-97
Oman,Jordan,9-Apr-07,---
Oman,"Korea, Republic of",8-Oct-03,10-Feb-04
Oman,Lebanon,11-Apr-06,20-Oct-08
Oman,Morocco,8-May-01,30-Mar-03
Oman,Netherlands,17-Jan-09,---
Oman,Pakistan,9-Nov-97,14-May-98
Oman,Singapore,10-Dec-07,12-Oct-08
Oman,Sudan,25-Oct-99,28-May-02
Oman,Sweden,13-Jul-95,6-Jun-96
Oman,Switzerland,17-Aug-04,18-Jan-05
Oman,Syrian Arab Republic,14-Sep-05,---
Oman,"Tanzania, United Republic",16-Oct-12,---
Oman,Tunisia,19-Oct-91,1-Mar-92
Oman,Turkey,4-Feb-07,15-Mar-10
Oman,Ukraine,1-Jan-02,---
Oman,United Kingdom,25-Nov-95,21-May-96
Oman,Uzbekistan,30-Mar-09,20-Aug-09
Oman,VietNam,10-Jan-11,---
Oman,Yemen,20-Sep-98,1-Apr-00
Norway,Azerbaijan,25-Sep-96,---
Norway,Chile,1-Jun-93,7-Sep-94
Norway,China,21-Nov-84,10-Jul-85
Norway,Czech Republic,21-May-91,6-Aug-92
Norway,Estonia,15-Jun-92,15-Jun-92
Norway,Hungary,8-Apr-91,4-Dec-92
Norway,Latvia,16-Jun-92,1-Dec-92
Norway,Lithuania,16-Jun-92,20-Dec-92
Norway,Madagascar,13-May-66,28-Sep-67
Norway,Peru,10-Mar-95,9-May-95
Norway,Poland,5-Jun-90,24-Oct-90
Norway,Romania,11-Jun-91,23-Mar-92
Norway,Russian Federation,4-Oct-95,21-May-98
Norway,Slovakia,21-May-91,6-Aug-92
Norway,Sri Lanka,13-Jun-85,13-Jun-85
Nigeria,Algeria,14-Jan-02,---
Nigeria,Bulgaria,21-Dec-98,---
Nigeria,China,27-Aug-01,---
Nigeria,Egypt,20-Jun-00,---
Nigeria,Ethiopia,19-Jan-04,---
Nigeria,Finland,22-Jun-05,20-Mar-07
Nigeria,France,27-Feb-90,19-Aug-91
Nigeria,Germany,28-Mar-00,20-Sep-07
Nigeria,Italy,27-Sep-90,22-Aug-05
Nigeria,Jamaica,5-Aug-02,---
Nigeria,"Korea, Republic of",27-Mar-98,1-Feb-99
Nigeria,Netherlands,2-Nov-92,1-Feb-94
Nigeria,Romania,18-Dec-98,3-Jun-05
Nigeria,Russian Federation,24-Jun-09,---
Nigeria,Serbia,1-Jun-02,7-Feb-03
Nigeria,Spain,9-Jul-02,19-Jan-06
Nigeria,Sweden,18-Apr-02,1-Dec-06
Nigeria,Switzerland,30-Nov-01,1-Apr-03
Nigeria,Taiwan Province of China,7-Apr-94,7-Apr-94
Nigeria,Turkey,2-Feb-11,---
Nigeria,Uganda,15-Jan-03,---
Nigeria,United Kingdom,11-Dec-90,11-Dec-90
Niger,Algeria,16-Mar-98,---
Niger,Egypt,4-Mar-98,---
Niger,Germany,29-Oct-64,10-Jan-66
Niger,Switzerland,28-Mar-62,17-Nov-62
Niger,Tunisia,5-Jun-92,---
Nicaragua,Argentina,10-Aug-98,1-Feb-01
Nicaragua,Belgium and Luxembourg,27-May-05,---
Nicaragua,Chile,8-Nov-96,10-Jan-01
Nicaragua,Czech Republic,2-Apr-02,24-Feb-04
Nicaragua,Denmark,12-Mar-95,23-Sep-05
Nicaragua,Finland,17-Sep-03,---
Nicaragua,France,13-Feb-98,31-Mar-00
Nicaragua,Germany,6-May-96,19-Jan-01
Nicaragua,Italy,20-Apr-04,---
Nicaragua,"Korea, Republic of",15-May-00,22-Jun-01
Nicaragua,Netherlands,28-Aug-00,1-Jan-03
Nicaragua,Russian Federation,26-Jan-12,---
Nicaragua,Spain,16-Mar-94,28-Mar-95
Nicaragua,Sweden,27-May-99,---
Nicaragua,Switzerland,30-Nov-98,2-May-00
Nicaragua,Taiwan Province of China,29-Jul-92,8-Jan-93
Nicaragua,United Kingdom,4-Dec-96,21-Dec-01
Nicaragua,United States,1-Jul-95,---
New Zealand,Argentina,27-Aug-99,---
New Zealand,Australia,16-Feb-10,---
New Zealand,Chile,22-Jul-99,---
New Zealand,China,22-Nov-88,25-Mar-89
New Zealand,"Hong Kong, China",6-Jul-95,5-Aug-95
Netherlands,Albania,15-Apr-94,1-Sep-95
Netherlands,Algeria,20-Mar-07,---
Netherlands,Argentina,20-Oct-92,1-Oct-94
Netherlands,Armenia,10-Jun-05,---
Netherlands,Bahrain,5-Feb-07,1-Dec-09
Netherlands,Bangladesh,1-Nov-94,1-Jun-96
Netherlands,Belarus,11-Apr-95,1-Aug-96
Netherlands,Belize,20-Sep-02,1-Oct-04
Netherlands,Benin,13-Dec-01,15-Dec-07
Netherlands,Bosnia and Herzegovina,13-May-98,1-Jan-02
Netherlands,Brazil,25-Nov-98,---
Netherlands,Bulgaria,6-Oct-99,1-Mar-01
Netherlands,Burkina Faso,10-Nov-00,1-Jan-04
Netherlands,Burundi,30-May-07,1-Aug-09
Netherlands,Cambodia,23-Jun-03,1-Mar-06
Netherlands,Cameroon,6-Jul-65,7-May-66
Netherlands,Cape Verde,11-Nov-91,25-Nov-92
Netherlands,Chile,30-Nov-98,---
Netherlands,China,26-Nov-01,1-Aug-04
Netherlands,Costa Rica,21-May-99,1-Jul-01
Netherlands,Côte d' Ivoire,26-Apr-65,8-Sep-66
Netherlands,Croatia,28-Apr-98,1-Jun-99
Netherlands,Cuba,2-Nov-99,1-Nov-01
Netherlands,Czech Republic,29-Apr-91,1-Oct-92
Netherlands,Dominican Republic,30-Mar-06,29-Aug-07
Netherlands,Ecuador,27-Jun-99,1-Jul-01
Netherlands,Egypt,17-Jan-96,1-Mar-98
Netherlands,El Salvador,12-Oct-99,1-Mar-01
Netherlands,Eritrea,2-Dec-03,---
Netherlands,Estonia,27-Oct-92,1-Sep-93
Netherlands,Ethiopia,16-May-03,1-Jul-05
Netherlands,Gambia,25-Sep-02,1-Apr-07
Netherlands,Georgia,3-Feb-98,1-Apr-99
Netherlands,Ghana,31-Mar-89,1-Jul-91
Netherlands,Guatemala,18-May-01,1-Sep-02
Netherlands,Honduras,15-Jan-01,1-Sep-02
Netherlands,"Hong Kong, China",19-Nov-92,1-Sep-93
Netherlands,Hungary,2-Sep-87,1-Jun-88
Netherlands,India,6-Nov-95,1-Dec-96
Netherlands,Indonesia,6-Apr-94,1-Jul-95
Netherlands,Jamaica,18-Apr-91,1-Aug-92
Netherlands,Jordan,17-Nov-97,1-Aug-98
Netherlands,Kazakhstan,27-Nov-02,1-Aug-07
Netherlands,Kenya,11-Sep-70,11-Jun-79
Netherlands,"Korea, Republic of",12-Jul-03,1-Mar-05
Netherlands,Kuwait,29-May-01,31-May-02
Netherlands,Lao PDR,16-May-03,1-May-05
Netherlands,Latvia,14-Mar-94,1-Apr-95
Netherlands,Lebanon,2-May-02,1-Mar-04
Netherlands,Lithuania,26-Jan-94,1-Apr-95
Netherlands,"Macao, China",22-May-08,1-May-09
Netherlands,"Macedonia, TFYR",7-Jul-98,1-Jun-99
Netherlands,Malawi,11-Dec-03,1-Nov-07
Netherlands,Malaysia,15-Jun-71,13-Sep-72
Netherlands,Mali,13-Jul-03,1-Mar-05
Netherlands,Malta,10-Sep-84,1-Jul-85
Netherlands,Mexico,13-May-98,1-Oct-99
Netherlands,"Moldova, Republic of",26-Sep-95,1-May-97
Netherlands,Mongolia,9-Mar-95,1-Jun-96
Netherlands,Montenegro,29-Jan-02,1-Jun-04
Netherlands,Morocco,23-Dec-71,27-Jul-78
Netherlands,Mozambique,18-Dec-01,1-Sep-04
Netherlands,Namibia,26-Nov-02,1-Oct-04
Netherlands,Nicaragua,28-Aug-00,1-Jan-03
Netherlands,Nigeria,2-Nov-92,1-Feb-94
Netherlands,Oman,17-Jan-09,---
Netherlands,Pakistan,4-Oct-88,1-Oct-89
Netherlands,Panama,28-Aug-00,1-Sep-01
Netherlands,Paraguay,29-Oct-92,1-Aug-94
Netherlands,Peru,27-Dec-94,1-Feb-96
Netherlands,Philippines,27-Feb-85,1-Oct-87
Netherlands,Poland,7-Sep-92,1-Feb-94
Netherlands,Romania,19-Apr-94,1-Feb-95
Netherlands,Russian Federation,5-Oct-89,20-Jul-91
Netherlands,Senegal,3-Aug-79,5-May-81
Netherlands,Serbia,16-Apr-07,---
Netherlands,Singapore,16-May-72,7-Sep-73
Netherlands,Slovakia,29-Apr-91,1-Oct-92
Netherlands,Slovenia,24-Sep-96,1-Aug-98
Netherlands,South Africa,9-May-95,1-May-99
Netherlands,Sri Lanka,26-Apr-84,1-May-85
Netherlands,Sudan,22-Aug-70,27-Mar-72
Netherlands,Suriname,31-Mar-05,1-Oct-06
Netherlands,Tajikistan,24-Jul-02,1-Apr-04
Netherlands,"Tanzania, United Republic",31-Jul-01,1-Apr-04
Netherlands,Thailand,6-Jun-72,3-Mar-73
Netherlands,Tunisia,11-May-98,1-Aug-99
Netherlands,Turkey,27-Mar-86,1-Nov-89
Netherlands,Uganda,30-May-00,1-Jan-03
Netherlands,Ukraine,14-Jul-94,1-Jun-97
Netherlands,Uruguay,22-Sep-88,1-Aug-91
Netherlands,Uzbekistan,14-Mar-96,1-Jul-97
Netherlands,VietNam,10-Mar-94,1-Feb-95
Netherlands,Yemen,18-Mar-85,1-Sep-86
Netherlands,Zambia,30-Apr-03,---
Netherlands,Zimbabwe,11-Dec-96,1-May-98
Nepal,Finland,3-Feb-09,28-Jan-11
Nepal,France,2-May-83,13-Jun-85
Nepal,Germany,20-Oct-86,7-Jul-88
Nepal,India,21-Oct-11,---
Nepal,Mauritius,3-Aug-99,---
Nepal,United Kingdom,2-Mar-93,2-Mar-93
Namibia,Austria,27-May-03,1-Sep-08
Namibia,China,17-Nov-05,---
Namibia,Cuba,27-Jun-97,---
Namibia,Finland,31-Oct-02,21-May-05
Namibia,France,25-Jun-98,26-Feb-06
Namibia,Germany,21-Jan-94,21-Dec-97
Namibia,Italy,7-Sep-04,---
Namibia,Malaysia,12-Aug-94,---
Namibia,Netherlands,26-Nov-02,1-Oct-04
Namibia,Russian Federation,25-Jun-09,---
Namibia,Spain,21-Feb-03,28-Jun-04
Namibia,Switzerland,1-Aug-94,26-Apr-00
Namibia,VietNam,30-May-03,---
Myanmar,China,12-Dec-01,21-May-02
Myanmar,India,24-Jun-08,8-Feb-09
Myanmar,Lao PDR,5-May-03,---
Myanmar,Philippines,17-Feb-98,11-Sep-98
Myanmar,Thailand,14-Mar-08,---
Myanmar,VietNam,15-Feb-00,---
Mozambique,Algeria,12-Dec-98,25-Jul-00
Mozambique,Belgium and Luxembourg,18-Jul-06,1-Sep-09
Mozambique,China,10-Jul-01,26-Feb-02
Mozambique,Cuba,20-Oct-01,26-Feb-02
Mozambique,Denmark,12-Oct-02,30-Dec-02
Mozambique,Egypt,8-Dec-98,---
Mozambique,Finland,3-Sep-04,21-Sep-05
Mozambique,France,15-Nov-02,6-Jul-06
Mozambique,Germany,6-Mar-02,15-Sep-07
Mozambique,India,19-Feb-09,---
Mozambique,Indonesia,26-Mar-99,25-Jul-00
Mozambique,Italy,14-Dec-98,17-Nov-03
Mozambique,Mauritius,14-Feb-97,26-May-03
Mozambique,Netherlands,18-Dec-01,1-Sep-04
Mozambique,Portugal,28-May-96,31-Oct-98
Mozambique,South Africa,6-May-97,28-Jul-98
Mozambique,Spain,18-Oct-10,---
Mozambique,Sweden,23-Oct-01,1-Nov-07
Mozambique,Switzerland,29-Nov-02,17-Feb-04
Mozambique,United Arab Emirates,24-Sep-03,---
Mozambique,United Kingdom,18-Mar-04,12-May-04
Mozambique,United States,1-Dec-98,3-Mar-05
Mozambique,VietNam,16-Jan-07,29-May-07
Mozambique,Zimbabwe,12-Sep-90,---
Morocco,Argentina,13-Jun-96,19-Feb-00
Morocco,Austria,2-Nov-92,1-Jul-95
Morocco,Bahrain,7-Apr-00,9-Apr-01
Morocco,Belgium and Luxembourg,13-Apr-99,29-May-02
Morocco,Benin,15-Jun-04,---
Morocco,Bulgaria,28-Sep-10,20-Sep-12
Morocco,Burkina Faso,8-Feb-07,---
Morocco,Cameroon,24-Jan-07,---
Morocco,Central African Republic,26-Sep-06,---
Morocco,Chad,4-Dec-97,---
Morocco,China,27-Mar-95,27-Nov-99
Morocco,Croatia,29-Sep-04,---
Morocco,Czech Republic,19-Mar-10,18-Dec-12
Morocco,Denmark,22-May-03,---
Morocco,Dominican Republic,23-May-02,4-Jan-07
Morocco,Egypt,14-May-97,1-Jul-98
Morocco,El Salvador,21-Apr-99,11-Apr-02
Morocco,Equatorial Guinea,5-Jul-05,---
Morocco,Estonia,25-Sep-09,4-Nov-12
Morocco,Finland,1-Oct-01,6-Apr-03
Morocco,France,13-Jan-96,30-May-99
Morocco,Gabon,21-Jun-04,24-Jul-09
Morocco,Gambia,20-Feb-06,---
Morocco,Germany,6-Aug-01,12-Apr-08
Morocco,Greece,16-Feb-94,28-Jun-00
Morocco,Guinea,2-May-02,---
Morocco,Hungary,12-Dec-91,3-Feb-00
Morocco,India,13-Feb-99,22-Feb-01
Morocco,Indonesia,14-Mar-97,21-Mar-02
Morocco,"Iran, Islamic Republic of",21-Jan-01,31-Mar-03
Morocco,Iraq,18-Jul-90,---
Morocco,Italy,18-Jul-90,26-Apr-00
Morocco,Jordan,16-Jun-98,7-Feb-00
Morocco,"Korea, Republic of",27-Jan-99,8-May-01
Morocco,Kuwait,16-Feb-99,7-May-01
Morocco,Lebanon,3-Jul-97,4-Mar-00
Morocco,Libyan Arab Jamahiriya,2-Nov-00,20-Oct-01
Morocco,"Macedonia, TFYR",11-May-10,15-Oct-12
Morocco,Malaysia,16-Apr-02,23-Apr-09
Morocco,Mauritania,13-Jun-00,20-Oct-03
Morocco,Netherlands,23-Dec-71,27-Jul-78
Morocco,Oman,8-May-01,30-Mar-03
Morocco,Pakistan,16-Apr-01,---
Morocco,Poland,24-Oct-94,9-Jul-99
Morocco,Portugal,17-Apr-07,---
Morocco,Qatar,20-Feb-99,21-May-01
Morocco,Romania,26-Jan-08,15-Oct-12
Morocco,Senegal,15-Nov-06,---
Morocco,Slovakia,14-Jun-07,---
Morocco,Spain,11-Dec-97,13-Apr-05
Morocco,Sudan,23-Feb-99,4-Jul-02
Morocco,Sweden,26-Sep-90,16-Jun-08
Morocco,Switzerland,17-Dec-85,12-Apr-91
Morocco,Syrian Arab Republic,23-Oct-01,29-Mar-03
Morocco,Tunisia,28-Jan-94,1-Apr-99
Morocco,Turkey,8-Apr-97,30-May-04
Morocco,Ukraine,24-Dec-01,25-Apr-09
Morocco,United Arab Emirates,9-Feb-99,1-Apr-02
Morocco,United Kingdom,30-Oct-90,14-Feb-02
Morocco,United States,22-Jul-85,29-May-91
Morocco,VietNam,15-Jun-12,---
Morocco,Yemen,24-Feb-01,---
Montenegro,Austria,12-Oct-01,---
Montenegro,Azerbaijan,16-Sep-11,---
Montenegro,Belgium and Luxembourg,16-Feb-10,---
Montenegro,Cyprus,21-Jun-05,---
Montenegro,Czech Republic,3-Jun-10,---
Montenegro,Denmark,11-Feb-09,---
Montenegro,Finland,14-Nov-08,29-Apr-10
Montenegro,India,31-Jan-03,---
Montenegro,"Macedonia, TFYR",15-Dec-10,30-Nov-11
Montenegro,Malta,6-Apr-10,23-Sep-10
Montenegro,Netherlands,29-Jan-02,1-Jun-04
Montenegro,Poland,25-Oct-79,---
Montenegro,Qatar,17-Feb-09,---
Montenegro,Serbia,29-Oct-09,---
Montenegro,Spain,25-Jun-02,31-Mar-04
Montenegro,Switzerland,7-Dec-05,11-Jul-07
Montenegro,United Arab Emirates,26-Mar-12,---
Mongolia,Austria,19-May-01,1-May-02
Mongolia,Belarus,28-May-01,1-Dec-01
Mongolia,Belgium and Luxembourg,3-Mar-92,15-Apr-04
Mongolia,Bulgaria,6-Jun-00,---
Mongolia,China,25-Aug-91,1-Nov-93
Mongolia,Croatia,8-Aug-06,---
Mongolia,Cuba,26-Mar-99,18-Oct-00
Mongolia,Czech Republic,13-Feb-98,7-May-99
Mongolia,Denmark,13-Mar-95,2-Apr-96
Mongolia,Egypt,27-Apr-04,25-Jan-05
Mongolia,Finland,15-May-07,19-Jun-08
Mongolia,France,8-Nov-91,22-Dec-93
Mongolia,Germany,26-Jun-91,23-Jun-96
Mongolia,Hungary,13-Sep-94,6-Mar-96
Mongolia,India,3-Jan-01,29-Apr-02
Mongolia,Indonesia,4-Mar-97,13-Apr-99
Mongolia,Israel,25-Nov-03,2-Sep-04
Mongolia,Italy,15-Jan-93,1-Sep-95
Mongolia,Japan,15-Feb-01,24-Mar-02
Mongolia,Kazakhstan,2-Dec-94,3-Mar-95
Mongolia,"Korea, DPR",10-Nov-03,---
Mongolia,"Korea, Republic of",28-Mar-91,30-Apr-91
Mongolia,Kuwait,15-Mar-98,1-May-00
Mongolia,Kyrgyzstan,5-Dec-99,---
Mongolia,Lao PDR,3-Mar-94,29-Dec-94
Mongolia,Lithuania,27-Jun-03,3-May-04
Mongolia,Malaysia,27-Jul-95,14-Jan-96
Mongolia,Netherlands,9-Mar-95,1-Jun-96
Mongolia,Philippines,1-Sep-00,1-Nov-01
Mongolia,Poland,8-Nov-95,26-Mar-96
Mongolia,Qatar,29-Nov-07,---
Mongolia,Romania,6-Nov-95,15-Aug-96
Mongolia,Russian Federation,29-Nov-95,26-Feb-06
Mongolia,Singapore,24-Jul-95,7-Jan-96
Mongolia,Sweden,20-Oct-03,1-Jun-04
Mongolia,Switzerland,29-Jan-97,9-Sep-99
Mongolia,Tajikistan,20-Mar-09,16-Sep-09
Mongolia,Turkey,16-Mar-98,22-May-00
Mongolia,Ukraine,5-Nov-92,5-Nov-92
Mongolia,United Arab Emirates,21-Feb-01,---
Mongolia,United Kingdom,4-Oct-91,4-Oct-91
Mongolia,United States,6-Oct-94,4-Jan-97
Mongolia,VietNam,17-Apr-00,13-Dec-01
Moldova,", Republic of Albania",11-Jun-04,23-Dec-04
